date,season
2009-09-09,377.6079434790788
2009-09-10,273.1115554296464
2009-09-11,-42.263637434579934
2009-09-12,-553.5767659677824
2009-09-13,-782.988297286533
2009-09-14,-463.32699925402807
2009-09-15,-152.21478205457063
2009-09-16,-115.53170585290923
2009-09-17,51.28682784329263
2009-09-18,-313.3102313799374
2009-09-19,-685.3535936656392
2009-09-20,-676.8009470124814
2009-09-21,-526.4811648228637
2009-09-22,-156.68069283890014
2009-09-23,-156.63116733254128
2009-09-24,-230.07535827246065
2009-09-25,-483.65260305731414
2009-09-26,-803.9332183792312
2009-09-27,-790.1312233647133
2009-09-28,-610.2189084698581
2009-09-29,-262.63703881130857
2009-09-30,-159.25012059070684
2009-10-01,-166.74595484393024
2009-10-02,-419.22608123423686
2009-10-03,-589.8822156092406
2009-10-04,-1108.558539893457
2009-10-05,-985.3530083624022
2009-10-06,-662.6377084416812
2009-10-07,-280.0157616089389
2009-10-08,-241.04538058692984
2009-10-09,-424.42410087475133
2009-10-10,-778.6888567754247
2009-10-11,-832.2974532624133
2009-10-12,-612.6979361674586
2009-10-13,-251.8352369051523
2009-10-14,-234.84789355867755
2009-10-15,-317.64371723707677
2009-10-16,-526.1121411394067
2009-10-17,-812.8052368640086
2009-10-18,-874.0820208583101
2009-10-19,-530.3334485720545
2009-10-20,-275.6793518996591
2009-10-21,-216.85496078677042
2009-10-22,-201.31271252864235
2009-10-23,-310.97251201318437
2009-10-24,-771.9120323634722
2009-10-25,-874.838541635033
2009-10-26,-588.05307849255
2009-10-27,-85.18092103676204
2009-10-28,-229.118096230951
2009-10-29,-251.35078149516787
2009-10-30,-348.917938703613
2009-10-31,-570.0774761151076
2009-11-01,-758.4561694362876
2009-11-02,-473.043796413442
2009-11-03,76.82205366348322
2009-11-04,-298.43600923035973
2009-11-05,-322.9371030073923
2009-11-06,-433.0174956460295
2009-11-07,-841.2870431799862
2009-11-08,-810.8406581587459
2009-11-09,-503.75195510747074
2009-11-10,-56.40701339569593
2009-11-11,25.62012958769571
2009-11-12,248.87102122150924
2009-11-13,-41.09700011884025
2009-11-14,-156.99264195622777
2009-11-15,-515.0179019326654
2009-11-16,-195.8002732974338
2009-11-17,-236.50150613210093
2009-11-18,-148.0500205789704
2009-11-19,89.82157921062709
2009-11-20,144.03528522823507
2009-11-21,-350.85112293627463
2009-11-22,-229.44327283746387
2009-11-23,-434.7579646214389
2009-11-24,-188.70520769795837
2009-11-25,133.78623877942232
2009-11-26,198.62767118375552
2009-11-27,62.52066938166024
2009-11-28,-388.64107105969646
2009-11-29,-720.6986253451677
2009-11-30,-559.2976759193691
2009-12-01,-183.20991885472944
2009-12-02,-282.86401246066407
2009-12-03,-11.2518848334472
2009-12-04,-166.90625939658804
2009-12-05,-658.5952937441727
2009-12-06,-836.7418570578428
2009-12-07,635.1248528890926
2009-12-08,775.3707218580439
2009-12-09,161.2273271811448
2009-12-10,294.89997458613516
2009-12-11,-35.851191157136434
2009-12-12,-563.5939227663589
2009-12-13,-728.0051972217636
2009-12-14,-358.3801713056639
2009-12-15,249.23407317969617
2009-12-16,851.6582801402077
2009-12-17,1529.0026280656625
2009-12-18,131.9609636775748
2009-12-19,-702.4454993186005
2009-12-20,-1490.8332304322848
2009-12-21,-258.592913724105
2009-12-22,674.2577037899691
2009-12-23,738.973660917456
2009-12-24,366.6574215198608
2009-12-25,-1675.3654083745748
2009-12-26,-1912.248677000944
2009-12-27,-1620.5308485370476
2009-12-28,-1229.9171711355511
2009-12-29,-815.1857241453528
2009-12-30,-793.591910323038
2009-12-31,-696.2200071768559
2010-01-01,-1249.4925452158523
2010-01-02,-1121.2666017591412
2010-01-03,-1718.9180019211742
2010-01-04,-838.5429771789433
2010-01-05,157.71804396647806
2010-01-06,347.0756362451939
2010-01-07,27.561960346377774
2010-01-08,-113.30610640121657
2010-01-09,-36.99155165670367
2010-01-10,-353.4547996791019
2010-01-11,176.7919603425156
2010-01-12,1599.2589845560158
2010-01-13,907.1982016482268
2010-01-14,337.03856594611653
2010-01-15,418.80945976222733
2010-01-16,-333.0602613684871
2010-01-17,-1164.9739224149223
2010-01-18,-593.3654822798801
2010-01-19,-108.74737171491816
2010-01-20,474.73501646764925
2010-01-21,1396.5642800123821
2010-01-22,2002.8236082274702
2010-01-23,1162.604771745952
2010-01-24,-366.77429629297706
2010-01-25,146.95981535244684
2010-01-26,235.30488072076298
2010-01-27,833.9641898459232
2010-01-28,698.6151043991706
2010-01-29,661.9270697068238
2010-01-30,-168.67229839012066
2010-01-31,-168.85914449851782
2010-02-01,710.5161627152557
2010-02-02,813.5151649647652
2010-02-03,808.1787883421885
2010-02-04,937.6884254927444
